product_id,name,description,category
0021190000,"DU WC-Sitz Design Classics Viu Weiß Scharniere edelstahl, m.Absenkautomatik","Duravit Design Classics Viu WC-Sitz, Form: Rechteckig, Weiß Hochglanz, Absenkautomatik: Ja, Sitzgarnitur abnehmbar, Material Scharnier: Edelstahl, Farbe Scharnier: Edelstahl, Überlappend",WC-Sitze
0021210000,"DU WC-Sitz Design Classics Viu Comp.Weiß Scharniere edelstahl, o.Absenkautomatik","Duravit Design Classics Viu WC-Sitz, Form: Eckig, Weiß Hochglanz, Absenkautomatik: Nein, Sitzgarnitur abnehmbar, Material Scharnier: Edelstahl, Farbe Scharnier: Edelstahl, Überlappend",WC-Sitze
0021290000,"DU WC-Sitz Design Classics Viu Comp.Weiß Scharniere edelstahl, m.Absenkautomatik","Duravit Design Classics Viu WC-Sitz, Form: Eckig, Weiß Hochglanz, Absenkautomatik: Ja, Sitzgarnitur abnehmbar, Material Scharnier: Edelstahl, Farbe Scharnier: Edelstahl, Überlappend",WC-Sitze
0021390000,"DU Kinder WC-Sitz Duravit No.1, Weiß Scharniere edelstahl,m. Absenkautomatik","Duravit Duravit No.1 WC-Sitz, Form: Rechteckig, Weiß Hochglanz, Absenkautomatik: Ja, Material Scharnier: Edelstahl, Farbe Scharnier: Edelstahl, Überlappend",WC-Sitze
0021610000,"DU WC-Sitz D-Neo ohne Absenkautomatik abnehmbar,Scharniere edelstahl, weiß","Duravit D-Neo WC-Sitz, Form: D-shaped, Weiß Hochglanz, Absenkautomatik: Nein, Sitzgarnitur abnehmbar, Material Scharnier: Edelstahl, Farbe Scharnier: Edelstahl, Überlappend",WC-Sitze
0021690000,"DU WC-Sitz D-Neo mit Absenkautomatik abnehmbar,Scharniere edelstahl, weiß","Duravit D-Neo WC-Sitz, Form: D-shaped, Weiß Hochglanz, Absenkautomatik: Ja, Sitzgarnitur abnehmbar, Material Scharnier: Edelstahl, Farbe Scharnier: Edelstahl, Überlappend",WC-Sitze
0022010000,"DU WC-Sitz Vero Air, Scharniere edelstahl,o.Absenkautomatik,abnehmbar","Duravit Vero Air WC-Sitz, Form: Eckig, Weiß Hochglanz, Absenkautomatik: Nein, Sitzgarnitur abnehmbar, Material Scharnier: Edelstahl, Farbe Scharnier: Edelstahl, Überlappend",WC-Sitze
0022090000,"DU WC-Sitz Vero Air, Scharniere edelstahl,m.Absenkautomatik,abnehmbar","Duravit Vero Air WC-Sitz, Form: Eckig, Weiß Hochglanz, Absenkautomatik: Ja, Sitzgarnitur abnehmbar, Material Scharnier: Edelstahl, Farbe Scharnier: Edelstahl, Überlappend",WC-Sitze
0022190000,DU Urinaldeckel Vero Weiß m.Absenkautomatik,"Duravit Vero Urinal Deckel, Absenkautomatik, Farbe Scharnier: Chrom",WC-Sitze
0024090000,"DU Me by Starck Urinal Deckel,m.Absenk. Weiß","Duravit ME by Starck Urinal Deckel, Absenkautomatik, Farbe Scharnier: Chrom",WC-Sitze
0024093200,"DU Me by Starck Urinal-Deckel, m.Absenk. Weiß Seidenmatt","Duravit ME by Starck Urinal Deckel, Absenkautomatik, Farbe Scharnier: Chrom",WC-Sitze
0026110000,"DU WC-Sitz Duravit No.1 Compact Weiß,ohne Absenka.,Scharnier EDST","Duravit Duravit No.1 WC-Sitz, Form: Rechteckig, Weiß Hochglanz, Absenkautomatik: Nein, Sitzgarnitur abnehmbar, Material Scharnier: Edelstahl, Farbe Scharnier: Edelstahl, Überlappend",WC-Sitze
0026190000,"DU WC-Sitz Duravit No.1 Compact Weiß,mit Absenka.,Scharnier EDST","Duravit Duravit No.1 WC-Sitz, Form: Rechteckig, Weiß Hochglanz, Absenkautomatik: Ja, Sitzgarnitur abnehmbar, Material Scharnier: Edelstahl, Farbe Scharnier: Edelstahl, Überlappend",WC-Sitze
0030291000,"DU Handtuchhalter, Chrom, 449x64x71 mm,Anzahl Arme: 1","Duravit Handtuchhalter, Chrom, Material: Messing, Anzahl Arme: 1, Inkl. Befestigungsmaterial: Ja",Badzubehör & Accessoires
0030321000,"DU D-Code Handtuchhalter, Chrom, 604x64x71 mm, Anzahl Arme: 1","Duravit D-Code Handtuchhalter, Chrom, Material: Messing, Anzahl Arme: 1",Badzubehör & Accessoires
0030331000,"DU Handtuchhalter, Chrom, 1150x64x71 mm,Anzahl Arme: 1","Duravit Handtuchhalter, Chrom, Material: Messing, Anzahl Arme: 1, Inkl. Befestigungsmaterial: Ja",Badzubehör & Accessoires
0030341000,"DU Vero Handtuchhalter, Chrom, 1205x64x71 mm, Anzahl Arme: 1","Duravit Vero Handtuchhalter, Chrom, Material: Messing, Anzahl Arme: 1, Inkl. Befestigungsmaterial: Ja",Badzubehör & Accessoires
0030351000,"DU Handtuchhalter, Chrom, 1009x64x71 mm,Anzahl Arme: 1","Duravit Handtuchhalter, Chrom, Material: Messing, Anzahl Arme: 1, Inkl. Befestigungsmaterial: Ja",Badzubehör & Accessoires
0030361000,"DU Handtuchhalter, Chrom, 808x64x71 mm,Anzahl Arme: 1","Duravit Handtuchhalter, Chrom, Material: Messing, Anzahl Arme: 1, Inkl. Befestigungsmaterial: Ja",Badzubehör & Accessoires
0030371000,"DU Handtuchhalter, Chrom, 550x64x71 mm,Anzahl Arme: 1","Duravit Handtuchhalter, Chrom, Material: Messing, Anzahl Arme: 1, Inkl. Befestigungsmaterial: Ja",Badzubehör & Accessoires
0030381000,"DU Handtuchhalter, Chrom, 755x64x71 mm,Anzahl Arme: 1","Duravit Handtuchhalter, Chrom, Material: Messing, Anzahl Arme: 1, Inkl. Befestigungsmaterial: Ja",Badzubehör & Accessoires
0030391000,"DU Handtuchhalter, Chrom, 955x64x71 mm,Anzahl Arme: 1","Duravit Handtuchhalter, Chrom, Material: Messing, Anzahl Arme: 1, Inkl. Befestigungsmaterial: Ja",Badzubehör & Accessoires
0030471000,"DU Handtuchhalter, Chrom, 655x64x71 mm,Anzahl Arme: 1","Duravit Handtuchhalter, Chrom, Material: Messing, Anzahl Arme: 1, Inkl. Befestigungsmaterial: Ja",Badzubehör & Accessoires
0030591000,DU Metallkonsole Scola für 068460/068560 Chrom,"Duravit Scola Metallkonsole, Chrom Poliert, Montageart: Bodenstehend, Wandmontage, Höhenverstellbar: 50 mm, Inkl. Befestigungsmaterial: Ja, Reversibel: Nein, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0030631000,"DU Metallkonsole Vero für 045360/45460 235060,höhenverstellbar, Chrom","Duravit Vero Metallkonsole, Chrom Poliert, Montageart: Bodenstehend, Wandmontage, Höhenverstellbar: 65 mm, Inkl. Befestigungsmaterial: Ja, Reversibel: Nein, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0030651000,"DU Metallkonsole Vero für 045450, höhenverstellbar, chrom","Duravit Vero Metallkonsole, Chrom Poliert, Montageart: Bodenstehend, Wandmontage, Höhenverstellbar: 65 mm, Inkl. Befestigungsmaterial: Ja, Reversibel: Nein, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0030661000,"DU Metallkonsole Vero für 045480, höhenverstellbar, chrom","Duravit Vero Metallkonsole, Chrom Poliert, Montageart: Bodenstehend, Wandmontage, Höhenverstellbar: 65 mm, Inkl. Befestigungsmaterial: Ja, Reversibel: Nein, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0030671000,"DU Metallkonsole Vero für 045410, höhenverstellbar, chrom","Duravit Vero Metallkonsole, Chrom Poliert, Montageart: Bodenstehend, Wandmontage, Höhenverstellbar: 65 mm, Inkl. Befestigungsmaterial: Ja, Reversibel: Nein, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0030711000,"DU Metallkonsole Vero für 032985, höhenverstellbar, chrom","Duravit Vero Metallkonsole, Chrom Poliert, Montageart: Bodenstehend, Wandmontage, Höhenverstellbar: 65 mm, Inkl. Befestigungsmaterial: Ja, Reversibel: Nein, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0030721000,"DU Metallkonsole Vero für 032910, höhenverstellbar, chrom","Duravit Vero Metallkonsole, Chrom Poliert, Montageart: Bodenstehend, Wandmontage, Höhenverstellbar: 65 mm, Inkl. Befestigungsmaterial: Ja, Reversibel: Nein, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0030731000,"DU Metallkonsole Vero für 032912, höhenverstellbar, chrom","Duravit Vero Metallkonsole, Chrom Poliert, Montageart: Bodenstehend, Wandmontage, Höhenverstellbar: 65 mm, Inkl. Befestigungsmaterial: Ja, Reversibel: Nein, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0030741000,"DU Metallkonsole Vero für 045412, höhenverstellbar, chrom","Duravit Vero Metallkonsole, Chrom Poliert, Montageart: Bodenstehend, Wandmontage, Höhenverstellbar: 65 mm, Inkl. Befestigungsmaterial: Ja, Reversibel: Nein, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0030751000,"DU Metallkonsole Vero für 045470, höhenverstellbar, chrom","Duravit Vero Metallkonsole, Chrom Poliert, Montageart: Bodenstehend, Wandmontage, Höhenverstellbar: 65 mm, Inkl. Befestigungsmaterial: Ja, Reversibel: Nein, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0030761000,"DU Metallkonsole Happy D.2 für 231810, höhenverstellbar, Chrom","Duravit Happy D.2 Metallkonsole, Chrom Poliert, Montageart: Bodenstehend, Wandmontage, Höhenverstellbar: 50 mm, Inkl. Befestigungsmaterial: Ja, Reversibel: Nein, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0030771000,"DU Metallkonsole Happy D.2 für 231880, höhenverstellbar, Chrom","Duravit Happy D.2 Metallkonsole, Chrom Poliert, Montageart: Bodenstehend, Wandmontage, Höhenverstellbar: 50 mm, Inkl. Befestigungsmaterial: Ja, Reversibel: Nein, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0030781000,"DU Metallkonsole Happy D.2 für 231865, höhenverstellbar, Chrom","Duravit Happy D.2 Metallkonsole, Chrom Poliert, Montageart: Bodenstehend, Wandmontage, Höhenverstellbar: 50 mm, Inkl. Befestigungsmaterial: Ja, Reversibel: Nein, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0030791000,"DU Metallkonsole Happy D.2 für 231812, höhenverstellbar, Chrom","Duravit Happy D.2 Metallkonsole, Chrom Poliert, Montageart: Bodenstehend, Wandmontage, Höhenverstellbar: 50 mm, Inkl. Befestigungsmaterial: Ja, Reversibel: Nein, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0031031000,"DU Metallkonsole BS f.DuraSq. f. 235310 höhenverstellb. +50mm, HTH li/re Chrom","Duravit DuraSquare Metallkonsole, Chrom Poliert, Montageart: Bodenstehend, Montage unter Waschtisch, Höhenverstellbar: 50 mm, Inkl. Befestigungsmaterial: Ja, Reversibel: Ja, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0031034600,"DU Metallkonsole BS f.DuraSq. f. 235310 höhenverst. +50mm, HTH li/re Schwarz M.","Duravit DuraSquare Metallkonsole, Schwarz Matt, Montageart: Bodenstehend, Montage unter Waschtisch, Höhenverstellbar: 50 mm, Inkl. Befestigungsmaterial: Ja, Reversibel: Ja, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0031041000,"DU Metallkonsole WH f.DuraSq. f. 235310 HandtucHTHalter li/re, Chrom","Duravit DuraSquare Metallkonsole, Chrom Poliert, Montageart: Montage unter Waschtisch, Inkl. Befestigungsmaterial: Ja, Reversibel: Ja, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0031044600,"DU Metallkonsole WH f.DuraSq. f. 235310 HandtucHTHalter li/re, Schwarz Matt","Duravit DuraSquare Metallkonsole, Schwarz Matt, Montageart: Montage unter Waschtisch, Inkl. Befestigungsmaterial: Ja, Reversibel: Ja, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0031091000,DU Metallkonsole BS DuraSquare f. 073245 höhenverstellbar +50mm HTH li/re Chrom,"Duravit DuraSquare Metallkonsole, Chrom Poliert, Montageart: Bodenstehend, Montage unter Waschtisch, Höhenverstellbar: 50 mm, Inkl. Befestigungsmaterial: Ja, Reversibel: Ja, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0031094600,DU Metallkonsole BS DuraSquare f. 073245 höhenverst. +50mm HTH li/re Schwarz M.,"Duravit DuraSquare Metallkonsole, Schwarz Matt, Montageart: Bodenstehend, Montage unter Waschtisch, Höhenverstellbar: 50 mm, Inkl. Befestigungsmaterial: Ja, Reversibel: Ja, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0031101000,"DU Metallkonsole WH DuraSquare 073245 Handtuchhalter li/re, chrom","Duravit DuraSquare Metallkonsole, Chrom Poliert, Montageart: Montage unter Waschtisch, Inkl. Befestigungsmaterial: Ja, Reversibel: Ja, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0031104600,"DU Metallkonsole WH DuraSquare 073245 Handtuchhalter li/re, schwarz matt","Duravit DuraSquare Metallkonsole, Schwarz Matt, Montageart: Montage unter Waschtisch, Inkl. Befestigungsmaterial: Ja, Reversibel: Ja, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0031131000,"DU Metallkonsole BS DuraSq. f. f.235660 höhenverstell. +50mm,HTH li./re.,Chrom","Duravit DuraSquare Metallkonsole, Chrom Poliert, Montageart: Bodenstehend, Montage unter Waschtisch, Höhenverstellbar: 50 mm, Inkl. Befestigungsmaterial: Ja, Reversibel: Ja, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0031134600,"DU Metallkonsole BS DuraSq. f. f.235660 höhenverstell. +50mm,HTH li./re.,Schw.M.","Duravit DuraSquare Metallkonsole, Schwarz Matt, Montageart: Bodenstehend, Montage unter Waschtisch, Höhenverstellbar: 50 mm, Inkl. Befestigungsmaterial: Ja, Reversibel: Ja, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0031141000,"DU Metallkonsole WH DuraSq. f. f.235660 HTH li/re, Bef.inkl, Chrom","Duravit DuraSquare Metallkonsole, Chrom Poliert, Montageart: Montage unter Waschtisch, Inkl. Befestigungsmaterial: Ja, Reversibel: Ja, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0031144600,"DU Metallkonsole WH DuraSquare f. 235660 HTH li/re,Bef.inkl,Schwarz Matt","Duravit DuraSquare Metallkonsole, Schwarz Matt, Montageart: Montage unter Waschtisch, Inkl. Befestigungsmaterial: Ja, Reversibel: Ja, Inkl. Handtuchhalter: Ja",Badzubehör & Accessoires
0050011000,DU Starck 3 Klapprost f. Ausgussb.031348 Chrom,"Duravit Starck 3 Klapprost, Oberflächenbehandlung: Verchromt",Badzubehör & Accessoires
0050040000,"DU Vormontage-Set, Netzteil für 230V-Anschluss, inklusive UP-Dose","Duravit Netzteil, 100-230 V, Elektronisches Urinal",Badzubehör & Accessoires
0050230000,"DU Klappengarnitur für Trockenklosett, edelstahl","Duravit Klappengarnitur, Material: Edelstahl",Badzubehör & Accessoires
0050241000,"DU Schaftventil, für Waschtisch o.ÜL Höhe 50mm, Chrom","Duravit Schaftventil, Chrom, Waschtisch ohne Überlauf, Durchmesser: 72 mm",Badzubehör & Accessoires
0050251000,"DU Ablaufbogen mit Doppelmuffe, chrom","Duravit Ablaufbogen, Durchmesser Zulauf: 32 mm, Durchmesser Ablauf: 32 mm",Badzubehör & Accessoires
0050260000,"DU Waschtisch-Röhrensiphon 1 1/4 Zoll mit verlängertem Ablaufrohr, chrom","Duravit Röhrensiphon, Chrom, Anschlussmaß: 1 1/4"", Waschtisch",Badzubehör & Accessoires
0050270000,"DU Bidet-Röhrensiphon 1 1/4 Zoll mit verlängertem Ablaufrohr, chrom","Duravit Röhrensiphon, Chrom, Anschlussmaß: 1 1/4"", Stand Bidet, Wand Bidet",Badzubehör & Accessoires
0050280000,DU Befestigung für Einbau in Natursteinplatten,"Duravit Befestigung, Material: Metall, Oberflächenbehandlung: Verzinkt, Einbauart: In Natursteinplatten, Geeignet für Einbauwaschtisch",Badzubehör & Accessoires
0050301000,"DU Befestigung für Urinal Ben, Jim, Bill Chrom","Duravit Befestigung, Material: Stahl, Oberflächenbehandlung: Verzinkt, Geeignet für Urinal",Badzubehör & Accessoires
0050311000,"DU Kniehebelventil Betätigung waagerecht, chrom","Duravit Kniehebelventil, Chrom, Position Bedienung: waagerecht",Badzubehör & Accessoires
0050361000,DU Design Siphon Chrom,"Duravit Designsiphon, Chrom Poliert, Messing, Abgang: waagerecht, Geeignet für Waschtisch",Badzubehör & Accessoires
0050364600,DU Design Siphon Schwarz Matt,"Duravit Designsiphon, Schwarz Matt, Messing, Abgang: waagerecht, Geeignet für Waschtisch",Badzubehör & Accessoires
0050371000,DU Befestigung für Santosa für Einbau in Natursteinplatten,"Duravit Befestigung, Material: Eisen, Oberflächenbehandlung: Verzinkt, Einbauart: In Natursteinplatten, Geeignet für Einbauwaschtisch",Badzubehör & Accessoires
0050381000,"DU Schaftventil, für Waschtisch o.ÜL Höhe 75mm, Chrom","Duravit Schaftventil, Chrom, Waschtisch ohne Überlauf, Durchmesser: 72 mm",Badzubehör & Accessoires
0050401000,"DU Ventilabdeckhaube,  Chrom",Duravit Standardartikel Ablaufgarnituren Ventilabdeckhaube,Badzubehör & Accessoires
0050411000,"DU Urinalsieb aus Edelstahl für 083432, 083532 Chrom","Duravit Urinalsieb, Material: Edelstahl, Oberflächenbehandlung: Verchromt",Badzubehör & Accessoires
0050421000,"DU Urinalsieb aus Edelstahl für 082135,082235,083036, 083037, Chrom","Duravit Urinalsieb, Material: Edelstahl, Oberflächenbehandlung: Verchromt",Badzubehör & Accessoires
0050431000,"DU Ventilabdeckhaube Architec, Chrom",Duravit Architec Standardartikel Ablaufgarnituren Ventilabdeckhaube,Badzubehör & Accessoires
0050441000,"DU Unterputzsiphon für Waschtisch Architec, inkl. Anschlusszubehör","Duravit Architec Unterputzsiphon, Waschtisch",Badzubehör & Accessoires
0050511000,"DU Kniehebelventil Betätigung senkrecht, Chrom","Duravit Kniehebelventil, Chrom, Position Bedienung: senkrecht",Badzubehör & Accessoires
0050521000,"DU Push-open Ventil, Waschtisch mit ÜL Chrom","Duravit Push-open Ventil, Chrom, Geeignet für Waschtisch mit Überlauf, Ø 63,5 mm",Badzubehör & Accessoires
0050620000,DU Spezial-Reiniger Blue mit Sprühkopf 6 Flaschen a 500,"Duravit Reiniger, Fassungsvermögen: 0,5 l, Wasserloses Urinal",Badzubehör & Accessoires
0050720000,DU Montageset für Vorwandelement,"Duravit Vorinstallations-Set, Für Vorwandelement: ohne Dusch-WC Vorinstallation, ohne Leerrohr, an waagerechter Trägerkonsole, Passend zu Serie: SensoWash Slim, SensoWash Starck f, SensoWash Classic, SensoWash Starck",Sensowash Zubehör
0051110000,DU Absaugesiphon für Urinal Abgang innen senkrecht,"Duravit Absaugesiphon, Abgang: senkrecht, 1 l-4 l, Ø 50 mm",Badzubehör & Accessoires
0051120000,DU Absaugesiphon für Urinal Abgang waagrecht (verdeckt),"Duravit Absaugesiphon, Abgang: waagerecht, 1 l-4 l, Ø 50 mm",Badzubehör & Accessoires
0051130000,DU Absaugesiphon für Urinal ME by Starck Abgang waagrecht (verdeckt),"Duravit Absaugesiphon, Abgang: waagerecht, 0,5 l-4 l, Ø 50 mm",Badzubehör & Accessoires
0055030000,DU Schnellbefestigung Halbsäule,"Duravit Befestigung, Material: Stahl, Oberflächenbehandlung: Verzinkt, Geeignet für Halbsäule",Badzubehör & Accessoires
0055040000,"DU Schnellbefestigung Halbsäule für 085818, 086383, 086387","Duravit Halbsäulenbefestigung, Material: Stahl, Oberflächenbehandlung: Verzinkt, Halbsäule",Badzubehör & Accessoires
0055050000,DU Schnellbefestigung Halbsäule für HWB 2nd floor 079050,"Duravit Halbsäulenbefestigung, Material: Stahl, Oberflächenbehandlung: Verzinkt, Halbsäule",Badzubehör & Accessoires
0060310000,"DU WC-Sitz D-Code ohne SoftClose Scharniere edelstahl, lang, weiß","Duravit D-Code WC-Sitz, Weiß Hochglanz, Absenkautomatik: Nein, Material Scharnier: Edelstahl, Farbe Scharnier: Edelstahl, Verlängert",WC-Sitze
0060390000,"DU WC-Sitz D-Code mit SoftClose Scharniere edelstahl, lang, weiß","Duravit D-Code WC-Sitz, Weiß Hochglanz, Absenkautomatik: Ja, Sitzgarnitur abnehmbar, Material Scharnier: Edelstahl, Farbe Scharnier: Edelstahl, Verlängert",WC-Sitze
0060410000,"DU WC-Sitz D-Code ohne Absenkautomatik Scharnierwelle edelstahl, lang, weiß","Duravit D-Code WC-Sitz, Weiß Hochglanz, Absenkautomatik: Nein, Material Scharnier: Edelstahl, Farbe Scharnier: Edelstahl, Verlängert",WC-Sitze
0060510000,"DU WC-Sitz DuraStyle ohne SoftClose Scharniere edelstahl, lang, weiß","Duravit DuraStyle WC-Sitz, Weiß Hochglanz, Absenkautomatik: Nein, Sitzgarnitur abnehmbar, Material Scharnier: Edelstahl, Farbe Scharnier: Edelstahl, Verlängert",WC-Sitze
0060590000,"DU WC-Sitz DuraStyle mit SoftClose Scharniere edelstahl, lang, weiß","Duravit DuraStyle WC-Sitz, Weiß Hochglanz, Absenkautomatik: Ja, Sitzgarnitur abnehmbar, Material Scharnier: Edelstahl, Farbe Scharnier: Edelstahl, Verlängert",WC-Sitze
0060710000,"DU WC-Sitzring D-Code Vital Scharniere edelstahl, lang, weiß","Duravit D-Code WC-Sitzring, Farbe Sitzring: Weiß, Glanzgrad Sitzring: Glänzend, Verlängert, Farbe Scharnier: Edelstahl",WC-Sitze
0060910000,"DU WC-Sitzring D-Code Vital, mit Winkelpuffern,Scharniere edelstahl,weiß","Duravit D-Code WC-Sitzring, Farbe Sitzring: Weiß, Glanzgrad Sitzring: Glänzend, Verlängert, Winkelpuffer, Durchgehende Scharnierwelle, Farbe Scharnier: Edelstahl",WC-Sitze
0061081000,"DU Scharnierpaar zu WC-Sitz 1930 chrom, bis Oktober 2003",Duravit Ersatzteil WC-Sitze Scharnier,Badzubehör & Accessoires
0061121000,"DU Scharnierpaar zu WC-Sitz Architec und Starck 3, ohne SoftClose, chrom",Duravit Ersatzteil WC-Sitze Scharnier,Badzubehör & Accessoires
0061221000,"DU Scharnierpaar zu WC-Sitz 1930 chrom, ab Oktober 2003",Duravit Ersatzteil WC-Sitze Scharnier,Badzubehör & Accessoires
0061231000,DU Scharnierpaar Urinaldeckel Fizz chrom,Duravit Ersatzteil Urinale Scharnier,Badzubehör & Accessoires
0061390000,"DU Urinaldeckel Fizz m.Absenkautomatik Scharniere edelstahl, weiß","Duravit Urinal Deckel, Absenkautomatik, Farbe Scharnier: Chrom",WC-Sitze
0061510000,"DU Urinaldeckel Vero Scharniere edelstahl, weiß","Duravit Vero Urinal Deckel, Farbe Scharnier: Edelstahl",WC-Sitze
0062310000,"DU WC-Sitz DuraStyle Vital o.SoftClose m.Winkelpuffern, Scharniere edst., weiß","Duravit DuraStyle WC-Sitz, Weiß Hochglanz, Absenkautomatik: Nein, Material Scharnier: Edelstahl, Farbe Scharnier: Edelstahl, Verlängert",WC-Sitze
0062390000,"DU WC-Sitz DuraStyle Vital m.SoftClose m.Winkelpuffern, Scharniere edst., weiß","Duravit DuraStyle WC-Sitz, Weiß Hochglanz, Absenkautomatik: Ja, Material Scharnier: Edelstahl, Farbe Scharnier: Edelstahl, Verlängert",WC-Sitze
